27974	27974
23690	23690
19592	19592
16214	16214
13780	13780
11508	11508
9794	9794
8464	8464
7283	7283
6279	6279
5558	5558
4865	4865
4345	4345
3822	3822
3355	3355
3042	3042
2827	2827
2547	2547
2317	2317
2161	2161
2000	2000
1853	1853
1785	1785
1657	1657
1536	1536
1504	1504
1377	1377
1278	1278
1244	1244
1175	1175
1092	1092
1106	1106
1036	1036
1007	1007
985	985
923	923
858	858
883	883
840	840
764	764
841	841
763	763
750	750
755	755
693	693
676	676
676	676
642	642
640	640
606	606
559	559
511	511
559	559
516	516
490	490
478	478
487	487
475	475
476	476
465	465
432	432
456	456
438	438
446	446
447	447
420	420
431	431
412	412
376	376
383	383
323	323
361	361
366	366
319	319
305	305
321	321
297	297
333	333
296	296
256	256
285	285
242	242
283	283
274	274
254	254
294	294
271	271
303	303
274	274
239	239
256	256
239	239
265	265
260	260
203	203
242	242
235	235
259	259
217	217
166	166
151	151
155	155
154	154
216	216
188	188
180	180
202	202
197	197
217	217
209	209
158	158
199	199
187	187
136	136
158	158
128	128
108	108
130	130
125	125
143	143
147	147
103	103
128	128
133	133
82	82
79	79
110	110
107	107
117	117
99	99
133	133
114	114
89	89
81	81
158	158
89	89
121	121
101	101
28	28
66	66
126	126
125	125
128	128
118	118
118	118
125	125
126	126
154	154
121	121
82	82
97	97
99	99
73	73
64	64
70	70
81	81
74	74
115	115
89	89
78	78
95	95
107	107
100	100
133	133
150	150
119	119
103	103
119	119
133	133
106	106
95	95
163	163
152	152
130	130
122	122
147	147
125	125
52	52
33	33
67	67
146	146
121	121
42	42
-23	-23
55	55
-71	-71
1055	1055
2163	2163
-148	-148
-116	-116
-53	-53
-32	-32
19	19
59	59
62	62
35	35
-112	-112
-401	-401
-23	-23
-16	-16
620	620
4932	4932
-366	-366
-204	-204
1616	1616
2775	2775
2644	2644
-645	-645
-199	-199
-597	-597
-337	-337
-187	-187
-203	-203
1581	1581
3090	3090
-390	-390
-215	-215
-113	-113
-192	-192
-192	-192
-244	-244
-407	-407
-159	-159
9	9
-108	-108
-87	-87
-82	-82
-105	-105
-78	-78
-187	-187
-69	-69
-49	-49
-71	-71
15	15
-2	-2
-39	-39
-43	-43
39	39
41	41
33	33
-25	-25
74	74
107	107
68	68
68	68
31	31
6	6
12	12
1	1
23	23
-13	-13
45090	-38
45264	-46
45435	-40
45605	-74
45780	-54
45957	-3
46128	-10
46297	-31
46472	-31
46650	-54
46835	-16
47031	1
47226	9
47416	17
47601	-6
47781	0
47958	4
48129	-47
48299	-36
48475	5
48655	-39
48836	-82
49012	-72
49186	-78
49366	-91
49537	-78
49709	-69
49883	-39
50061	-40
50237	-34
50408	-2
50583	-54
50763	-49
50934	-39
51107	-78
51275	-112
51445	-89
51613	-54
51776	-54
51941	-75
52110	-69
52271	-82
52436	-65
52602	-38
52771	-57
52943	-35
53109	22
53272	-13
53433	-14
53602	-34
53778	-2
53950	-38
54126	63
54310	-56
54488	-50
54668	-104
54845	-34
55021	-56
55194	-29
55368	-47
55540	-40
55711	-105
55886	-80
56064	-97
56244	-79
56425	-35
56599	-20
56774	13
56945	5
57120	-6
57290	-21
57456	-18
57621	-25
57790	-72
57958	19
58125	37
58298	34
58470	9
58656	-21
58842	-51
59022	-57
59208	-50
59391	62
59574	9
59765	-12
59946	-3
60127	17
60305	15
60477	-16
60647	-60
60816	-25
60980	33
61148	34
61322	23
61492	-16
61672	-17
61853	-34
62031	-9
62213	106
62388	63
62574	38
62755	46
62929	22
63103	-14
63271	70
63438	-71
63606	-204
63769	-141
63934	-140
64103	-116
64274	-94
64453	-134
64633	-83
64811	-90
65004	-102
65186	-120
65363	-82
65538	-54
65715	-86
65889	-71
66059	-49
66236	-56
66406	-68
66585	-28
66766	-10
66942	0
67118	-74
67303	-38
67486	-64
67675	-53
67862	-27
68053	-50
68241	-74
68427	-21
68615	-18
68799	-23
68975	-25
69150	-79
69328	-2
69508	-34
69690	-35
69881	-50
70068	5
70254	-17
70439	-7
70621	-6
70808	-34
70990	-54
71170	-101
71352	-74
71532	-64
71705	-60
71879	-45
72051	-54
72219	-49
72385	-67
72558	-57
